Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,BB,CC,DD,EE,FF,GG,HH,JJ,KK
2019-09-03 18:00:00,703.638458159421,248.7100155639,393.551865982106,154.650607632986,181.709711484648,2777.42886087439,36.0888137395139,632.670639305671,251.285745840127,4681.68011421801,4495.51970259122,4382.52329555866,270.552617183333,278.183698366227,268.522523585951,0,166.260718634954,4637.22399124728,4594.56057158899,4858.38449522246,4270.60921993725,4572.20789792602,3507.81722206214,430.210230091898,0,1411.92513915209,0,125.539360936889,0,706.189127428578,2.92122777939628,2.88726729168116,0.131794111594386,66.9701471116998,29.436312191318,20.9930088995561
2019-09-05 06:00:00,573.346088667836,295.903911915776,275.677160858426,118.31903829537,171.259041259914,2236.30872510184,39.5351761887153,500.691645094213,235.853821507176,4733.82799295341,4487.78333020379,4423.4424806668,192.796781360475,194.557919700926,252.70719669476,0,163.704173029282,4579.10575508329,4520.70482360551,4703.4037501598,4167.22463395348,4467.39650086949,3450.57969786623,414.495718042129,0,1203.79899331927,0,123.714196803377,0,568.134540432972,2.59155836181515,2.72222290969558,0.121890424469886,59.7386063574798,25.9752199705892,29.696833750954
2019-09-07 18:00:00,615.440701100393,249.894772203044,409.386027636655,166.179363855556,176.650583521133,2683.78846483433,40.1399568024421,606.473842006019,251.480705344977,4678.80322741692,4411.78178070259,4396.71181871007,170.829323258449,168.759974089988,254.896939400691,15.8081389585648,135.978611339699,4630.58811984076,4578.23303133114,4728.00217968677,4194.51910926238,4423.15710171773,3596.74354206887,0,364.419054199537,0,1297.44529747535,0,123.71896016183,579.677145198029,2.5979842752302,2.75409769476921,0.14081382213338,59.0297342642041,24.5904940641674,28.5781278039853
2019-09-09 06:00:00,673.583640743692,250.218991194942,446.863343917732,163.805558951968,180.802445367209,3022.22936052706,39.2503890303356,686.481007501852,260.741295048241,4677.88930676618,4394.90699963551,4406.1349292019,250.517478638194,256.690658687847,259.686054672025,0,188.139352137269,4631.93279208593,4573.09336416277,4727.92074245126,4186.17933632468,4449.74116690534,3628.37323771271,0,388.422394271528,0,1437.00707869995,0,124.186253211117,554.125505745603,2.51751121810983,2.6945690977921,0.111000822813874,56.3966045831312,24.0173124766966,29.9001961886713
2019-09-11 18:00:00,615.224504288333,235.908535405683,317.95804578206,128.674,178.771603305118,2687.24476373889,38.8291002308305,621.691351099421,253.915943774549,4696.0225694516,4378.29226301744,4381.00584984773,266.496786537674,276.037131224653,253.68877961581,173.740165609954,0,4682.42123042297,4591.20436804069,4836.06758111013,4225.36777462042,4465.76738972947,3584.40538414818,312.926594820486,153.655035835648,869.000294910011,550.288975025984,73.5946885774479,50.7504371595602,618.771182902958,2.73490683480409,3.06306890022707,0.127623371812331,62.0372251857021,26.4489051816823,27.6459726476625
2019-09-13 06:00:00,650.802067040336,249.025803462674,299.78261415375,127.4,179.381570637524,2911.89071629158,36.649881253044,661.741159772454,256.896935279201,4705.11455208197,4414.64287565437,4401.89396746005,252.999924223553,260.761608941377,258.439997215231,0.765721848726852,176.048623087037,4724.11722801432,4603.17911743926,4880.22097704871,4254.20804234668,4495.24015589323,3633.37101835831,0,416.044761076389,0.637,1524.91405804322,0.35035,119.296306270029,526.267528602592,2.76575301369534,3.01386159353378,0.112323621014066,61.2537693314694,25.681914967879,28.9271330329989
2019-09-15 18:00:00,606.841421440463,234.847714437616,307.58575836309,127.403021916204,177.608965127765,2777.51132433606,36.675767318426,643.687120791783,255.540427750984,4713.75667870641,4425.04943499305,4396.30630861666,244.580987808565,251.426976289757,192.972308884837,124.636392309722,0,4740.99860199454,4617.98943640336,4910.62627452599,4259.81427049946,4472.67089202646,3669.40818251583,0,387.541185871065,0.637,1409.49074711415,0.35035,118.631304858144,432.195139203209,2.93732782898199,2.91923726305722,0.137067249996277,63.1033572784833,28.7421847061968,27.9107846687965
2019-09-22 18:00:00,561.721511941447,226.126487033206,363.472143407268,145.251525710116,162.343914720466,2323.32997203968,34.4716843851852,520.907524353125,239.035851878056,4758.07054073255,4517.57193751184,4504.8162721262,46.7917319846845,74.7612132570928,263.528380762615,142.194853252893,0,4235.75288653036,4504.26427393704,4518.75199942412,4025.51828379142,4585.40966339896,4384.58934991097,0,345.729013185533,0,1165.99959490851,0,112.359979766336,613.785325195089,3.07541683921877,2.83576963021692,0.1343984713036,64.1407807118103,28.9051315461853,26.9571422429713
2019-09-24 06:00:00,648.272162470382,253.427294947847,335.082734925069,135.443534266655,176.267646405229,2497.50830378397,35.7928667318866,563.662477903356,241.48969200522,4756.26003464881,4456.50913774986,4435.54294298856,52.236468074698,71.5887118114745,284.383966184711,163.797815568171,14.4852657971065,4190.32919855107,4578.83686055145,4267.36141799665,3958.96985028368,4365.5902138407,4362.17956416983,0,361.039855828588,0,1259.07399989689,0,118.716434013682,649.10619085189,2.92328331188674,3.0736425593475,0.120354406473543,64.0556892160687,27.1237618549483,24.6735032564495
2019-09-26 06:00:00,631.015877222581,248.572874661644,409.239701120671,167.044125240417,171.616815622462,2534.66794326958,36.4958437119792,572.096764212037,243.713604505162,4582.31883986033,4283.02047059803,4244.16732423662,103.960849834587,105.83950888559,249.226323484427,146.940124518056,0.335742351388888,4194.12016795131,4644.8764275529,4251.02243297951,3923.8924519618,4360.74013585228,3983.6290679244,310.465980972454,110.127853747107,894.79414452985,383.051917909225,82.3845163528171,38.2016983780671,691.197326448852,2.91313092765264,3.11857774179058,0.124131015309928,61.7610099377463,27.608646706024,20.8657992248531
2019-09-28 18:00:00,596.972241045104,213.127574866435,145.396970762604,79.950584774456,178.552941249975,2098.31753227898,37.4284946030787,493.321558338195,230.495146911701,4751.24019580648,4446.97142300291,4372.3380879398,208.423362232523,212.6115616625,141.794184823958,91.0679551979167,0,4144.09339024763,4519.33982960793,4209.49771738182,3796.41449874029,4301.58651975556,3365.94646695546,0,339.60092521574,0,1090.35889593944,0.35035,123.864922388278,657.08356318448,2.94116318303094,3.00815246006648,0.134101352455216,61.8983215542688,27.761803787114,27.6362445282099
2019-09-30 06:00:00,700.703587349549,205.879478203599,287.047200701204,121.452761292026,180.660571155353,2531.5595349847,36.3515668540857,601.941493889004,247.842687105903,4724.67009794241,4409.51310980315,4387.29439135677,172.07432427581,169.124746647338,269.74380144412,180.000655504282,0,4155.56072715138,4346.70963270842,4283.33420092229,3846.47306320108,4330.34896656315,3457.22699967005,0,363.857075621181,0,1261.18252037029,0.35035,124.067252760946,692.771807830284,2.88993227953671,2.8526058884,0.127873604278872,60.2824408740004,28.3658185834719,24.4630670303531
2019-10-02 18:00:00,718.338872520208,244.972999717153,335.562196722488,134.293616521458,180.721343217293,2684.86617463353,39.3617800407061,633.24840044375,252.014336936736,4726.2604944416,4349.82703963573,4280.11313988781,162.114029450058,157.973092471007,244.961757189022,169.586614482639,0,4155.29961529975,4553.2559266186,4265.81435809674,3849.75284756247,4303.54400538351,3469.05371184637,0,383.587139236227,0,1323.24335779789,0.35035,124.673782538334,718.00954352815,2.83388629556629,3.04773612692985,0.127529173086822,60.2391600224597,26.0832236402846,26.8743531084406
2019-10-04 06:00:00,700.712826975568,245.40111667515,333.989092657338,137.215489538021,178.69216057559,2592.37442614297,38.400943388889,609.067705047569,247.786320701111,4709.55470881097,4359.22681543149,4284.56599452616,237.346164574248,239.814444945833,256.13309042765,177.525390508796,0,4160.85204753442,4547.05082837898,4250.48912939113,3811.92390054275,4299.34742462604,3442.13535906349,0,368.708372882177,0,1249.02339341557,0.35035,124.920250884301,715.114195973728,2.55793990469775,2.56429277166686,0.132293136805064,61.5376576189055,26.7589165625973,26.7167034378943
2019-10-06 06:00:00,682.375853570185,254.910767155868,311.629777333032,128.12170625463,181.216710274347,2678.77895397381,41.0493114460301,691.595891307871,258.323912303738,4685.23372815814,4348.23244850629,4290.53955996491,243.221571158854,248.277513553935,268.454752225077,187.831904234722,0,4178.58674731183,4598.10698473073,4314.45539665924,3931.91575064061,4289.60006034324,3435.06889729581,0,394.482992165046,0,1315.83394078184,0.35035,127.039190131178,664.079475418594,2.59309327311194,3.61709545897417,0.117968649265795,57.3017145427383,25.3892009392299,30.1120702672873
2019-10-06 18:00:00,663.45896188963,249.885367288796,284.636342657755,121.743085027326,181.510276328589,2778.92225522001,39.7994722588426,708.363122017477,260.985500492257,4680.27022499127,4345.10378476417,4287.28972483681,266.608625527141,274.489995504051,266.031597976121,187.628375804398,0,4184.88694931967,4617.38474265461,4302.29591331628,3944.27405359782,4285.78756939666,3419.8725584403,0,399.612044576273,0,1333.86285960116,0.35035,125.878814399406,665.862135074828,2.77949553574352,3.15878205524726,0.121472192686356,59.4974183450252,25.6475141730911,29.8441224636435
2019-10-07 06:00:00,674.622315448311,246.07419863331,319.109234998425,132.706667983831,179.570879663365,2701.60051154786,39.6955347604051,693.756886012847,257.20641950265,4733.79682189661,4376.14820309018,4327.50077066231,290.328600093518,297.447982339294,240.337490939184,172.455892068056,0,4154.58825721333,4588.53327545091,4267.63444418127,3906.21641897019,4254.29279768865,3389.00049678005,0,380.419477285069,0,1277.15149090254,0.35035,126.221251488087,606.831618102041,2.47337052888835,3.21898328375791,0.108479644726789,55.744031620498,23.1596012970446,27.8478461582891
2019-10-07 18:00:00,576.20581753478,238.590341399132,229.43586412169,103.40863465066,170.001317003616,2548.10432089281,37.9904835048211,645.493246448343,242.673489915127,4778.58096410981,4418.64346859436,4370.43140273744,203.203479224537,206.585565955498,103.027476585113,64.9345714694445,0,4170.62994531369,4560.72553260714,4236.38869303271,3856.49133020983,4223.53361870992,3381.61965904178,310.913719867593,121.462263186574,859.855358440151,413.20432646022,83.4695040664965,40.2407277849386,466.049383490943,2.58690953767745,2.99077365832469,0.088425149484853,57.3250771076136,24.464583789893,30.0160336669352
2019-10-08 06:00:00,253.408014911608,214.510792342859,196.598560023403,82.5679110843287,102.427012042258,1538.81195241448,30.8435552074841,333.222707547106,171.435654768113,3283.59002880473,3208.4762093141,2986.92037215153,239.063767835359,243.343435304456,231.154454467081,133.390085532407,0,4319.54205411053,5275.72791966338,4272.43784016292,4031.90824812344,4171.36357679814,3825.03615088292,239.658859539005,0,814.463382266674,2.2295,69.5243465144132,1.0192,589.082282427476,2.85714847902672,3.14518860265379,0.1226241744907,62.6094118157856,27.0267580417436,29.0029865940693
2019-10-10 18:00:00,684.763856225617,245.826786076173,362.06174299197,148.766743697887,175.729328910422,2885.60450062469,40.6233755897565,644.533567858309,247.011843176794,4737.82364211157,4383.34840062211,4313.60267073981,285.375944386843,294.053517482518,225.380382871552,149.756648845255,0,4098.96329882226,4590.2675366852,4196.85792481302,3866.94754630843,4192.98294570777,3354.99889949201,397.17649306863,0,1538.49792492487,0,124.464736390901,0,659.422462588613,2.75742851852387,2.98430213113668,0.124259408968974,59.6901775739268,26.3250673006331,27.0661879201008
2019-10-18 18:00:00,700.716054641296,240.26083042978,334.462628467349,138.951555787026,179.097667988296,2592.04792824671,44.3174134485995,763.358626944213,258.986281448044,4787.35322627326,4627.08450126587,4266.03873837555,180.249839177025,178.288878139005,249.360444358527,165.072319786111,0,4092.58672101319,4552.04756144712,4363.13856026766,3943.88186691236,4272.58293636206,3310.24850727067,0,360.595741935301,2.8665,1199.0712524047,0.09555,124.330003373965,659.996307529443,2.57275829972673,2.75552979979772,0.119847507728193,59.324494195401,25.5817858022667,24.9253934111103
2019-10-20 06:00:00,612.915663969827,238.980011307917,319.85550626596,134.737359281146,169.477135685813,2504.81308587506,37.9420784998727,678.51317594456,249.835429843368,4641.20390361363,4630.92835447983,4282.84942961191,211.529250592593,215.323693227951,265.448662854825,188.711312962731,0,4085.24977094557,4571.6107889746,4355.26260948714,3906.76628477973,4276.43854810205,3303.24635739162,0.156934239583333,338.518301322801,3.59639906994213,1126.69694614013,0.116928191851852,116.397672440818,660.359142222971,2.77469367673917,3.16678242065361,0.133404802514472,64.7190757730499,28.754387232154,28.2651782376778
2019-10-22 18:00:00,723.152493052257,238.642582233611,389.658820538993,159.575807864537,178.070215971796,2944.16194691832,39.8528971244445,655.95280830625,247.657759038715,4767.11457068122,4661.23617155956,4266.11821416715,234.576412746181,240.754661185127,192.772619891215,135.244691494792,0,4080.25096259189,4509.42601956964,4345.29643966347,3923.9577951785,4275.93337002482,3305.67735955738,0,371.302562902314,2.2295,1257.09942249727,0.1274,123.471133990645,583.841336854277,2.31755526641065,2.49586052379531,0.105539842113724,56.3369562036799,23.239151553213,31.5834233123105
2019-10-24 06:00:00,572.043376784931,239.336537126134,197.852347955046,101.301483901744,160.649319761486,2346.34737230482,33.9333633380324,509.344240272994,226.118898728928,4474.23049603412,4721.08239865573,4340.14383201705,113.189033193156,103.914255360665,259.069405003591,172.288082011921,0,4093.35312481318,4638.99278059916,4296.81161758755,3863.29293121131,4226.08596842461,3255.27210208853,0,337.029821948264,2.2295,1111.44957709666,0.1274,115.547059445263,696.783713956698,2.43467757131679,2.8068310222095,0.118094298324781,58.970130648385,25.3627440719266,27.6695172438922
2019-10-26 06:00:00,736.465550019063,238.790425944988,277.579290640798,120.713335400486,182.150781653329,2769.93260691243,35.0403237275,620.456721680672,239.432894700579,4715.56633233818,4716.50318832875,4300.31386135572,262.764135519618,270.235766821644,268.531127424745,189.144124677083,0,4062.4617783097,4456.06372419226,4310.91609262182,3939.7810827196,4235.63351949111,3360.76424890224,0,382.548359448727,2.2295,1263.7915841856,0.1274,127.528248095459,707.789699660414,1.9459118126963,2.31730861907414,0.092727963356763,51.599097347523,19.7627020840214,28.5803306401365
2019-10-28 18:00:00,620.785323203079,238.915216781192,460.280198316701,164.67272408287,175.950315275899,2190.80749269432,39.9249599170139,490.019275431713,225.573388175868,4779.79793375049,4781.25712961572,4291.35823017522,253.503223231887,258.629852971389,254.872467463665,185.432414960301,0,4054.00418881581,4471.09334481258,4288.0479884772,3927.56438959565,4211.07129186115,3322.33283797293,240.588279033796,0,1035.0682386036,0.3185,1.49100670816319,1.4014,628.913468783781,2.44651251074553,2.83707724365481,0.117503480482208,58.9007418544654,22.933894388449,29.2697428092198
2019-10-30 18:00:00,638.249363258241,238.516738968715,233.578867561181,104.48984879772,175.480063282725,2667.20905710624,37.2311140779861,559.723125325,234.561882901516,4767.93230791508,4768.66056775695,4332.43260247672,191.978099154803,193.756164185127,121.404070091765,85.3917130775463,0,4072.33417025409,4261.5450718255,4283.75355279715,3663.94770065609,4214.95177360728,3314.84784933385,344.850355660417,0,1328.23624778752,0.3185,126.679874943781,1.4014,723.250489101348,2.17220722374089,2.46669812035285,0.105578411038741,54.4649314503202,22.3839061590474,29.8843550843572
2019-11-01 06:00:00,732.569228007199,237.268303909421,126.110841302153,78.7549734857407,181.211274310249,2786.72699793072,41.7680563363194,616.493451005672,244.265358791157,4730.03625192794,4725.94759847859,4280.41936170544,228.084058685648,231.474742336169,262.819193700405,187.385697604745,0,4112.04821705287,4212.77190788789,4323.37077229296,3712.60289522386,4235.00920811087,3323.39685825138,376.31730640081,0,1550.45410177381,0.3185,127.127827924741,1.4014,720.220609305248,2.20598173290836,2.494179767992,0.104902944542516,55.8878169244704,21.8207961963326,29.8963436250239
2019-11-03 18:00:00,668.829999785128,238.82305484706,239.027149374271,114.064417695764,181.766940089583,2589.50831763256,38.1748428045833,553.566821941551,231.681921425289,4740.71311707048,4769.26949348598,4323.42858729032,176.2254782114,172.189101206597,246.609094072882,185.348834219792,0,4094.24165482087,4209.5462361088,4297.03925479427,3702.7898245975,4202.77981684588,3309.1060689229,0,346.276055219792,2.2295,1132.4889583952,0.5733,127.176272040895,634.763638587681,2.12325466144647,2.63732719299706,0.104779543458225,55.9164365804643,24.2129501646266,28.9219002787973
2019-11-05 06:00:00,692.571854682199,239.304344915579,172.0285529136,92.791816018206,184.73230078723,2645.04761703632,38.7035115912732,564.622040474074,233.917039426146,4715.5655949517,4817.17427827684,4297.40523621394,150.93502261169,144.597453837326,234.824049031728,178.094954990394,0,4118.1268776712,4238.75960810912,4297.51551863051,3719.68317362477,4234.20193595389,3353.51338011716,0,367.759383847917,2.2295,1200.83812607492,0.5733,127.745587813804,690.658339471797,2.3554207801383,2.7604559801617,0.117743123969962,61.2109448470942,25.8700663987842,27.5490533440066
2019-11-07 18:00:00,644.829975320255,232.81673945412,225.611166854306,107.593238495799,186.751722461176,2496.63409456109,44.11528849,581.483693089121,239.621768002199,4719.13281601546,4763.21768512342,2119.6754921475,269.223581526099,275.638256422569,209.259881801918,143.223656322801,0,4114.06587946626,4229.76708230887,4464.5000026742,4037.51053198548,4457.41419083715,4655.71549457851,0,347.090814419676,2.2295,1095.3616484364,0.5733,128.277916767105,703.73898984058,2.51063741011193,2.94844376311583,0.119002729680076,57.5275324348833,24.7902816706198,26.7322993202097
2019-11-09 06:00:00,709.543270352373,238.811593491852,312.103971427986,134.831703478484,180.568852756064,2749.23716640595,35.2484422220486,613.80597005,239.888717376389,4697.73340236853,4905.54893344299,4339.71037286297,289.265442596181,300.165864193692,245.679983287164,183.778592061458,0,4129.4624688194,4250.84515977965,4431.12671689714,3987.44128608899,4350.70784686627,3517.98701678035,0,370.779249634144,2.2295,1236.01361776675,0.5733,126.894634950733,621.592505524618,2.62792477208902,2.86258087201211,0.118397154819563,57.8977340661786,24.3551231194149,29.826756294326
2019-11-11 18:00:00,625.393455674572,236.752687186377,201.71004118838,98.4710309084607,171.629463910682,2340.7665962194,40.4218448440625,516.102565303241,231.471526702662,4747.15197324634,4958.07451378613,4371.72879839086,182.446967412095,190.632205226215,142.70765398493,85.3981684532408,0,4120.58872000765,4221.3695639867,4388.11194927219,3968.65952372515,4299.35779572331,3594.53852801709,0,340.196470155208,2.8665,1072.9182984501,0.47775,126.773019740897,625.090645166099,2.87922114858899,3.22456488763129,0.136261043948766,59.6394992460982,25.8971712919326,27.4113406319253
2019-11-12 06:00:00,616.662192748033,235.680963093333,110.617074281308,73.6655013496759,174.634446277432,2176.5739042775,44.3914011313078,492.782203434144,228.808703412431,4743.79167409032,4950.13117493045,4335.29343751924,113.013956934422,114.68195898092,167.027213701806,106.432622940162,0,4141.45631294176,4258.63275666953,4376.7041313924,3978.95233821313,4293.24999889454,3599.70651938309,0,338.152540715046,2.8665,1064.62875670035,0.47775,126.010522580072,673.130267977626,2.22400357868922,2.57122645295182,0.105693145263933,58.2341868319993,24.1979059062194,29.4570161305107
2019-11-13 06:00:00,707.114333319965,238.833994341493,222.932053476076,111.153778845116,180.32944454209,2807.79590369266,41.0439275426736,602.291415535996,242.073101961979,4762.06099965871,4959.08954424512,4386.77277952003,194.781420219329,193.811182700868,282.5014557893,185.764924905324,0,4148.93710756988,4246.73797167254,4434.24063137611,4024.27365739495,4329.40256998618,3621.03441237311,0,372.172467428125,2.8665,1225.25526748836,0.47775,127.524747004853,697.983503678317,2.06442348388632,2.64489804313527,0.098334839909101,56.4137622731032,21.5890766285304,30.2604459534503
2019-11-13 18:00:00,708.328782047882,238.913862831794,226.920209094282,113.103578058009,179.542387559468,2736.67987208041,41.0090871299537,593.726727364815,240.276155595486,4760.68333148447,4966.59979139398,4377.49857984728,219.024500033565,220.144663759433,282.582508490684,185.989959089699,0,4142.57596186989,4212.19011907402,4437.74942665242,4014.42710604858,4334.21727352882,3616.57827037978,0,365.491888862268,2.8665,1207.8149004028,0.47775,127.457583386656,701.3844727742,2.12038072247134,2.45909024257022,0.104713868588293,56.362435839086,22.2180866039075,30.0270064535931
2019-11-14 06:00:00,711.697832706551,237.841550929306,232.48980796287,110.582095158889,179.800042785157,2778.98483435068,42.3585278804398,610.64370556794,243.962029911979,4745.04590716933,4966.21594981402,4361.97637601841,240.613969376505,244.355545730382,279.621863529187,186.099524195602,0,4156.97127218584,4241.76970538976,4420.19128311809,4016.01871613598,4306.98770866737,3629.50227681708,0,373.838840480324,2.8665,1244.73687124403,0.47775,127.56749531989,669.759197511157,1.97404310685377,2.27584032946817,0.092277440769141,54.0839992578276,20.7131852650572,29.5446079657092
2019-11-14 18:00:00,660.788910345116,237.856352737581,214.890108627639,104.888500524468,175.630160852716,2711.1812006667,41.016349954757,576.696705180556,239.345790037731,4761.05023098776,4994.90507518633,4390.41199827555,202.697164345602,203.28480952662,219.830679535459,140.842395422685,0,4160.84620326586,4215.77242058932,4428.64750954257,4006.92584057022,4300.38310260693,3524.75802660147,0,364.10788338588,2.8665,1182.59592081839,0.47775,125.667615119975,696.805330414329,2.03793881248097,2.24873338591995,0.096264510753375,54.5990130193465,21.2110291126267,28.8328466801666
2019-11-15 06:00:00,702.219710651424,238.903844141505,213.401311659942,105.937048235116,180.111039594597,2799.14507207247,41.3925600609143,606.45318934537,242.274509676273,4748.31661767215,4989.44801953872,4380.42338861548,222.279675462963,223.257209654225,278.234623542991,184.757654278588,0,4150.20848830551,4242.9804774333,4416.03728533877,4022.69790760485,4297.74222000019,3548.90503459916,0,373.566654287847,2.8665,1234.57860464807,0.47775,127.569882514991,578.986958609148,2.14013140279383,2.3330947466444,0.106407381523639,54.5164931897493,21.5965432548504,28.8633552252306
2019-11-15 18:00:00,342.782050508415,233.951206145012,124.531655670139,65.3088176397222,113.703464917024,1665.94683588983,28.9625275121397,356.52546934213,170.941830205822,3318.32708668215,3576.85330332092,2932.42869825677,123.514663784884,124.719389460308,87.3428145969081,47.2974028357639,0,4408.16321835305,5014.39276336104,4424.40833198316,4260.93686193997,4387.94464065449,4324.85528547989,28.2845289684028,203.654856908449,102.024630985341,655.94950496728,9.18066474482987,66.9400326631863,649.846710321189,2.07067142584607,2.48873362094066,0.102132099305151,56.1803897653791,21.7231481740705,28.883910771099
2019-11-16 06:00:00,660.049368319039,236.938667357859,126.409277416771,79.7965500571296,176.449549703721,2685.57680844209,41.0975154846991,590.446081593635,242.259892627488,4744.04540429159,5018.59540133235,4075.22359194708,172.385312652373,169.348429307928,283.718009885276,181.195211503704,0,4103.72063476164,4212.23515068311,4455.91051127866,4047.95018255258,4520.14787871322,3761.43852572598,365.899679378819,0,1443.62286560706,2.548,126.973642570922,0.8281,671.776372924855,2.02768081408446,2.31508378599605,0.095540575289307,57.5284409737412,22.6008969106655,31.6445051299
2019-11-16 18:00:00,649.967222861817,238.197823790694,170.645080799375,96.9275935847917,175.380895708116,2716.2386831125,39.9404033037268,588.843117983912,240.909829334838,4762.52915934355,5004.25988170905,4183.32175048942,198.002726233391,197.562740564583,271.060506264924,179.96026623912,0,4110.32716839589,4230.64958802913,4428.77540450779,4036.90532987535,4492.47890949707,3848.13503761345,363.14763537662,0,1434.54729828237,2.548,125.330726748079,0.8281,681.240271206273,2.3757551970827,2.8019995368857,0.094027757466033,60.7932723933616,24.8298227662645,31.9279415392936
